node	children_node
361	0,31,40,49,54,74,81,93,99,105,165,168,189,224,225,279,327,345
362	0,15,165,224,225,249
363	0,15,165,224,225,279
364	0,165,224,225,238,279
365	0,165,238,279
366	3,255,281
367	3,255
368	3,36,46,58,62,63,68,69,72,82,86,88,112,118,135,139,145,152,153,154,157,159,168,228,255,269,277,292,303,318,348
369	3,31,255
370	3,255
371	5,53,263
372	5,28,151,280,304,313,332
373	5,333
374	6
375	6
376	6,175
377	6
378	6
379	6,10,54,165,224,225
380	6
381	6
382	6,10
383	6,51
384	6,130,282
385	6,130,282
386	6
387	6,51
388	6
389	6
390	6
391	6
392	7,165,224,225,238,292
393	9,274,305,317,328,329,339
394	9,274,305,328,329,339
395	9,30,90,105,168
396	9,14,53,168,212,226,305,328
397	9,125,305,328,332
398	10,81,99,165,210,224,225,279
399	10,165,224,225,238,279
400	10,54,165,189,224,226
401	10,189,249
402	10,63,189,226
403	10,105,124,208,292
404	10,28,55,151,189,226
405	14,90
406	14,40,53,63,68,92,305,329
407	15,216
408	15,55
409	15
410	15,216
411	15,105,115
412	15,42,63,70,71,81,86,92,98,112,136,138,165,189,202,204,216,217,260,294,317
413	15
414	15,126,127
415	15,216
416	15,216
417	15,216
418	15,279
419	15,127,168,216,281
420	18,141,155,201,303
421	18,303
422	22,189,226
423	23,27,138,336
424	28,333
425	30,63,68,168,238,279
426	30,168,279
427	30,263
428	31,49,124,279,292
429	31,279
430	31,105,165,224,279
431	31,279
432	31,279
433	31,49,279
434	31,49,165,224,279
435	31,49
436	31,71,124,168,191,279
437	31,49
438	31,40,49,93
439	31,92,168,189
440	32,69
441	38,277
442	40,105,255,281
443	40,47,90,94,95,101,132,212,260,268,289,300,327,335
444	40,47,256
445	47,305,328,344
446	49,189
447	51,68,175
448	51,168
449	52,80,124,292
450	52,124
451	53,329
452	53,168,238,241,267,279
453	53,168,241,267
454	53,55,125
455	54,93,105,124,279
456	54
457	54,237
458	54,237
459	54,165,224,225,238,279
460	54,279
461	54,105,189
462	54
463	54,238,309
464	55
465	61,159
466	61,62,159,236,346
467	61,62,159,236
468	63
469	73,105,279
470	73,105
471	73,105,115,168
472	73,305
473	74,126,127,279
474	74,279
475	74,105
476	74,279
477	74,279
478	74,127,204,218,305,328
479	78,166,183,221,258,306
480	81
481	81
482	81,99
483	81
484	81
485	81,99
486	81
487	81
488	81
489	81,99,279
490	81,99,165,224,279
491	81,99,279
492	81,165,224,279
493	81,279
494	81,279
495	81,279
496	81,279
497	81,165,224,279
498	81,279
499	81,279
500	81,165,224,279
501	81
502	85,305
503	87
504	105,115,168,279
505	105,250
506	105,238
507	105,265,332
508	105,165,216,224,225,279
509	105
510	105
511	105,165,224,279
512	108,135,161
513	110
514	115,168
515	115,168
516	124,177,254,259
517	124
518	124,168,292,304
519	125
520	125,164,293,295
521	125
522	125
523	125,248,256
524	125,248,256
525	125,329
526	126,175,216
527	127
528	130
529	130
530	130,139,157,193,202,216,222,262
531	141,205,231,232,233,302,354,358
532	151
533	152,153,193,222,261,262,276
534	165,224
535	165,216
536	168
537	168,279
538	175,271
539	184
540	189,256
541	189
542	189,282,305
543	189,304,305,328
544	189
545	189,280,282
546	189
547	189
548	204
549	207,329
550	216,279
551	216
552	220,301,310,312
553	222
554	226
555	226
556	227
557	235,244
558	238,279
559	238
560	241
561	241,255
562	241,267
