node_name	children_node_name
R-HSA-1676048	P48736,P42338,P42336,P27986,O00329
R-HSA-1676109	P48736,P42338,P42336,P27986,O00329
R-HSA-1483182	O14939
R-HSA-1368065	Q92793,P19793,O15379
R-HSA-1368069	O15379
R-HSA-1989765	Q92793,Q13133,P55055,P19793,O15379
R-HSA-381290	P37231,P19793,O15379
R-HSA-5663245	O15379
R-HSA-5663252	O15379
R-HSA-5663258	O15379
R-HSA-5663265	O15379
R-HSA-5663271	O15379
R-HSA-9024326	Q13133,P55055,P19793,O15379
R-HSA-9024334	Q13133,P55055,P19793,O15379
R-HSA-977317	O95822
R-HSA-1605591	P04062
R-HSA-1989764	Q92793,P19793,P04798
R-HSA-9037761	P04798
R-HSA-3132753	P07477
R-HSA-5693319	P07477
R-HSA-1606839	P08842
R-HSA-1614362	P08842
R-HSA-400071	P08913
R-HSA-400092	P08913
R-HSA-176054	P09211
R-HSA-70479	P09467
R-HSA-2161768	P20292,P09917
R-HSA-2161907	P20292,P09917
R-HSA-2161917	P20292,P09917
R-HSA-265296	P20292,P09917
R-HSA-266050	P20292,P09917
R-HSA-266051	P20292,P09917
R-HSA-429016	P49137,P09917
R-HSA-9018858	P09917
R-HSA-9018859	P09917
R-HSA-9018863	P09917
R-HSA-9018894	P09917
R-HSA-9020251	P09917
R-HSA-9020255	P09917
R-HSA-9020256	P09917
R-HSA-9020259	P09917
R-HSA-9020264	P09917
R-HSA-9020277	P09917
R-HSA-9020278	P09917
R-HSA-9020282	P09917
R-HSA-9024997	P09917
R-HSA-9025995	P09917
R-HSA-9025996	P09917
R-HSA-9025999	P09917
R-HSA-9026005	P09917
R-HSA-9026405	P09917
R-HSA-9027624	P09917
R-HSA-9027628	P09917
R-HSA-9027633	P09917
R-HSA-266072	P09960
R-HSA-9018862	P09960
R-HSA-9018877	P09960
R-HSA-9020252	P09960
R-HSA-9020253	P09960
R-HSA-9020257	P09960
R-HSA-9020258	P09960
R-HSA-9020270	P09960
R-HSA-9024890	P09960
R-HSA-804969	P14061
R-HSA-163402	P15090
R-HSA-163432	P15090
R-HSA-163549	P15090
R-HSA-163551	P15090
R-HSA-5334794	P15090
R-HSA-196060	P15121
R-HSA-5652172	P15121
R-HSA-163416	P17612
R-HSA-163418	P17612
R-HSA-381644	P17612
R-HSA-381707	P17612
R-HSA-381713	P17612
R-HSA-469659	P31213,P18405
R-HSA-1592238	Q92793,P19793
R-HSA-1801587	Q92793,P19793
R-HSA-1989745	Q92793,P19793
R-HSA-1989746	Q96RI1,Q92793,P19793
R-HSA-1989747	Q92793,P19793
R-HSA-1989748	Q92793,P19793
R-HSA-1989749	Q92793,P19793
R-HSA-1989750	Q92793,P19793
R-HSA-1989751	Q92793,P19793
R-HSA-1989752	Q92793,P19793
R-HSA-1989753	Q92793,P19793
R-HSA-1989754	Q92793,P19793
R-HSA-1989755	Q92793,P19793
R-HSA-1989756	Q92793,P19793
R-HSA-1989757	Q92793,P19793
R-HSA-1989758	Q92793,P19793
R-HSA-1989759	Q92793,P19793
R-HSA-1989760	Q92793,P19793
R-HSA-1989761	Q92793,P19793
R-HSA-1989762	Q92793,P19793
R-HSA-1989767	Q92793,P19793
R-HSA-1989768	Q92793,P19793
R-HSA-1989770	Q92793,P19793
R-HSA-1989771	Q92793,P19793
R-HSA-1989772	Q92793,P19793
R-HSA-1989773	Q92793,P19793
R-HSA-1989774	Q92793,P19793
R-HSA-1989775	Q92793,P19793
R-HSA-1989776	Q92793,P19793
R-HSA-1989777	Q92793,P19793
R-HSA-1989778	Q92793,P19793
R-HSA-1989779	Q92793,P19793
R-HSA-203946	Q03181,P19793
R-HSA-381262	P37231,P19793
R-HSA-560473	Q92793,P37231,P19793
R-HSA-560517	Q92793,P37231,P19793
R-HSA-879724	Q92793,P19793
R-HSA-9029517	Q13133,P55055,P19793
R-HSA-9029521	Q13133,P55055,P19793
R-HSA-9029551	Q13133,P55055,P19793
R-HSA-9029555	Q13133,P55055,P19793
R-HSA-9029561	Q13133,P55055,P19793
R-HSA-9029566	Q13133,P55055,P19793
R-HSA-9029580	Q13133,P55055,P19793
R-HSA-9031518	Q13133,P55055,P19793
R-HSA-9031521	Q13133,P55055,P19793
R-HSA-9031522	Q13133,P55055,P19793
R-HSA-9035133	Q13133,P55055,P19793
R-HSA-9035143	Q13133,P55055,P19793
R-HSA-9035167	Q13133,P55055,P19793
R-HSA-9035185	Q13133,P55055,P19793
R-HSA-9035281	Q13133,P55055,P19793
R-HSA-9605057	Q13133,P55055,P19793
R-HSA-9608039	Q13133,P55055,P19793
R-HSA-9618394	Q13133,P55055,P19793
R-HSA-9618407	Q13133,P55055,P19793
R-HSA-9619756	P55055,P19793
R-HSA-9623366	Q13133,P55055,P19793
R-HSA-9624353	Q13133,P55055,P19793
R-HSA-9631296	Q13133,P55055,P19793
R-HSA-9657786	Q13133,P55055,P19793
R-HSA-9657836	Q13133,P55055,P19793
R-HSA-372519	P22303
R-HSA-2394007	P42336,P27986
R-HSA-437162	P48736,P42338,P42336,P27986
R-HSA-194023	P28845
R-HSA-8938076	P28907
R-HSA-2161951	P35354
R-HSA-2309773	P35354
R-HSA-2309779	P35354
R-HSA-2309787	P35354
R-HSA-2314686	P35354
R-HSA-9018880	P35354
R-HSA-9020261	P35354
R-HSA-9026408	P35354
R-HSA-9027532	P35354
R-HSA-9027607	P35354
R-HSA-9027627	P35354
R-HSA-9028255	P35354
R-HSA-193064	P37058
R-HSA-8944099	P37231
R-HSA-381612	P43220
R-HSA-381706	P43220
R-HSA-163625	P47871
R-HSA-825631	P47871
R-HSA-74247	P47989
R-HSA-74258	P47989
R-HSA-163756	P49327
R-HSA-1655843	P49327
R-HSA-75872	P49327
R-HSA-192036	P52895
R-HSA-192160	P52895
R-HSA-193758	P52895
R-HSA-193781	P52895
R-HSA-193800	P52895
R-HSA-193841	P52895
R-HSA-109624	P55263
R-HSA-8873929	P68400
R-HSA-1655845	Q13085
R-HSA-200555	Q13085
R-HSA-3065958	Q13085
R-HSA-400046	Q13936
R-HSA-9622572	Q92793
R-HSA-1482543	Q99685
R-HSA-163595	Q99685
R-HSA-426043	Q99685
R-HSA-8956321	R-HSA-109624
R-HSA-1989781	R-HSA-9657836,R-HSA-9657786,R-HSA-9631296,R-HSA-9624353,R-HSA-9623366,R-HSA-9622572,R-HSA-9619756,R-HSA-9618407,R-HSA-9618394,R-HSA-9608039,R-HSA-9605057,R-HSA-9035281,R-HSA-9035185,R-HSA-9035167,R-HSA-9035143,R-HSA-9035133,R-HSA-9031522,R-HSA-9031521,R-HSA-9031518,R-HSA-9029580,R-HSA-9029566,R-HSA-9029561,R-HSA-9029555,R-HSA-9029551,R-HSA-9029521,R-HSA-9029517,R-HSA-9024334,R-HSA-9024326,R-HSA-8944099,R-HSA-879724,R-HSA-5663271,R-HSA-5663265,R-HSA-5663258,R-HSA-5663252,R-HSA-5663245,R-HSA-560517,R-HSA-560473,R-HSA-381290,R-HSA-381262,R-HSA-1989779,R-HSA-1989778,R-HSA-1989777,R-HSA-1989776,R-HSA-1989775,R-HSA-1989774,R-HSA-1989773,R-HSA-1989772,R-HSA-1989771,R-HSA-1989770,R-HSA-1989768,R-HSA-1989767,R-HSA-1989765,R-HSA-1989764,R-HSA-1989762,R-HSA-1989761,R-HSA-1989760,R-HSA-1989759,R-HSA-1989758,R-HSA-1989757,R-HSA-1989756,R-HSA-1989755,R-HSA-1989754,R-HSA-1989753,R-HSA-1989752,R-HSA-1989751,R-HSA-1989750,R-HSA-1989749,R-HSA-1989748,R-HSA-1989747,R-HSA-1989746,R-HSA-1989745,R-HSA-1801587,R-HSA-1592238,R-HSA-1368069,R-HSA-1368065
R-HSA-163560	R-HSA-5334794,R-HSA-426043,R-HSA-163595,R-HSA-163551,R-HSA-163549,R-HSA-163432,R-HSA-163418,R-HSA-163416,R-HSA-163402,R-HSA-1482543
R-HSA-1483166	R-HSA-1483182
R-HSA-1660662	R-HSA-1614362,R-HSA-1606839,R-HSA-1605591
R-HSA-163359	R-HSA-825631,R-HSA-163625
R-HSA-2426168	R-HSA-75872,R-HSA-3065958,R-HSA-200555,R-HSA-1655845,R-HSA-1655843,R-HSA-163756
R-HSA-1660499	R-HSA-437162,R-HSA-2394007,R-HSA-1676109,R-HSA-1676048
R-HSA-156590	R-HSA-176054
R-HSA-193368	R-HSA-193841,R-HSA-193800,R-HSA-193781,R-HSA-193758,R-HSA-192160,R-HSA-192036
R-HSA-196071	R-HSA-804969,R-HSA-5652172,R-HSA-469659,R-HSA-196060,R-HSA-194023,R-HSA-193064
R-HSA-70268	R-HSA-203946
R-HSA-2142691	R-HSA-9027633,R-HSA-9027628,R-HSA-9027624,R-HSA-9026405,R-HSA-9026005,R-HSA-9025999,R-HSA-9025996,R-HSA-9025995,R-HSA-9024997,R-HSA-9024890,R-HSA-9020282,R-HSA-9020278,R-HSA-9020277,R-HSA-9020270,R-HSA-9020264,R-HSA-9020259,R-HSA-9020258,R-HSA-9020257,R-HSA-9020256,R-HSA-9020255,R-HSA-9020253,R-HSA-9020252,R-HSA-9020251,R-HSA-9018894,R-HSA-9018877,R-HSA-9018863,R-HSA-9018862,R-HSA-9018859,R-HSA-9018858,R-HSA-429016,R-HSA-266072,R-HSA-266051,R-HSA-266050,R-HSA-265296,R-HSA-2161917,R-HSA-2161907,R-HSA-2161768
