node	children_node
361	0,165
362	0,165,279
363	0,31,40,49,54,74,81,93,99,105,165,224,225,279,327,345
364	0,31,40,49,54,74,81,93,99,105,165,224,225,279,327
365	0,15,165,224,225,249
366	0,15,165,224,225,249
367	0,15,165,224,225,249
368	0,15,165,224,225,249
369	0,165
370	0,165,279
371	3
372	3,281
373	3,281
374	3,281
375	3,281
376	3,281
377	3
378	3
379	6
380	6
381	9,274,305,328,339
382	9,274,305,328,339
383	9,274,305,328,339
384	9,14,305,328
385	9,14,53,212,305,328
386	10
387	10
388	10,124,292
389	10
390	10
391	10
392	14,90
393	14,90
394	14,90
395	14,40
396	14,40
397	15
398	15
399	15
400	15
401	15
402	15
403	15
404	15
405	15
406	15
407	15
408	15
409	15
410	15
411	15
412	15,216
413	15,216
414	15
415	15
416	15,216
417	15
418	15
419	15
420	15
421	15,105,115
422	15,105,115
423	15,105,115
424	15,105,115
425	15
426	15
427	15
428	15
429	15
430	15,279
431	15,279
432	15,279
433	15
434	15,279
435	18,303
436	18,303
437	18,303
438	18,303
439	18,303
440	23,27,138,336
441	30
442	31,49
443	31,49,279
444	31,49,279
445	31,105,279
446	31
447	31,279
448	31
449	31,279
450	31,279
451	31
452	31
453	31
454	31
455	31,279
456	31,279
457	31,279
458	31
459	31
460	31,279
461	31,279
462	31
463	31,279
464	31
465	31,49
466	31,49
467	31,49
468	31,49
469	31,49
470	31,54,105
471	31,49
472	31,279
473	31,279
474	31,279
475	31,279
476	31
477	31
478	31
479	31
480	31
481	40,327
482	40,105,327
483	40,105,165,224,327
484	40,327
485	40,327
486	40
487	40
488	40
489	40
490	40
491	40
492	40
493	40,327
494	40
495	40
496	40
497	40
498	40
499	40,53
500	40,53
501	40
502	40
503	40
504	40
505	40,92
506	40
507	40
508	40
509	40
510	40
511	40
512	40
513	40
514	40
515	40
516	40
517	40
518	40
519	40
520	40
521	40
522	40
523	40
524	40
525	40
526	40
527	40
528	40,327
529	40,329
530	40,63,68
531	40
532	49
533	49
534	52,124
535	52,124,292
536	52,124,292
537	52,124,292
538	53
539	53
540	53
541	53
542	53
543	53,168
544	54,93,105
545	54,93,105
546	54,93,105
547	54,93,105,279
548	54,93,105
549	54,279
550	54,165,224
551	54,165,224
552	54,279
553	54,279
554	54,279
555	55
556	55
557	63,189
558	63,189
559	63,189
560	63,189
561	63,189
562	63
563	63,189
564	63
565	71
566	71
567	71,124
568	73,105
569	73,105,279
570	73,105
571	73,105,279
572	73,105
573	73,105
574	73,105
575	73,105
576	73,105
577	73,105,115,168
578	73,105,115,168
579	73,105,115,168
580	73,105,115,168
581	73,105,115,168
582	73,105,115,168
583	73,105,115,168
584	73,105,115,168
585	73,105,115,168
586	73,105,115,168
587	73,105,115,168
588	73,105,115,168
589	73,105,115,168
590	73,105,115,168
591	73,105,115,168
592	73,105,115,168
593	73,105,115,168
594	73,105,115,168
595	73,105,115,168
596	73,105,115,168
597	74
598	74,126,127
599	74,279
600	74,279
601	74
602	74
603	74
604	74
605	74
606	74
607	74,279
608	74,279
609	74,165,224,279
610	74,165,224,279
611	74,279
612	74
613	74
614	74,105
615	74,105
616	74,105
617	74,279
618	74,279
619	74
620	74
621	74
622	74,279
623	74,279
624	74,279
625	74,279
626	74,279
627	74,279
628	74,279
629	74,279
630	74,279
631	78,166,183
632	80
633	80
634	80
635	80
636	80
637	80
638	81,99,165,210,224,225,279
639	81,99
640	81
641	81
642	81
643	81,99
644	81
645	81
646	81
647	81
648	81,99
649	81,99
650	81
651	81
652	81
653	81,99,279
654	81,279
655	81
656	81,279
657	81
658	81,279
659	81,279
660	81,279
661	81
662	81,279
663	81
664	81
665	81,99,168
666	81,168
667	81,168
668	81,168
669	81,99
670	81,99
671	81,99
672	81,99
673	81,99
674	81,99,279
675	81,99
676	81,99,279
677	81,99,279
678	81
679	81
680	81
681	81
682	81,279
683	81,279
684	81
685	81
686	81
687	81
688	81
689	81
690	81,279
691	81,279
692	81
693	81
694	81
695	81
696	81,279
697	81,279
698	81
699	81,279
700	81,279
701	81
702	81
703	81
704	81,279
705	81,279
706	81
707	81
708	81
709	81
710	81
711	81,99
712	81
713	85
714	85
715	87
716	87
717	90
718	90
719	90
720	90
721	90
722	90
723	90
724	90
725	92
726	93
727	93,124
728	93
729	93
730	93,165,224
731	93,279
732	93,124
733	93
734	99
735	105
736	105
737	105
738	105,208
739	105
740	105
741	105
742	105
743	105,165,224
744	110
745	110
746	115
747	115,168
748	115
749	115
750	115,168
751	115,168
752	115
753	115
754	115
755	115
756	115
757	115
758	115
759	115
760	115,168
761	115,168
762	115,168
763	115,168
764	124,292
765	124
766	124,292
767	124,292,304
768	125
769	125,293
770	125
771	125
772	125
773	125
774	125
775	130,282
776	130,282
777	130,282
778	130
779	130,282
780	130,282
781	141
782	141
783	141
784	141,155,201
785	141,155,201
786	141,155,201
787	152
788	153
789	155,201
790	164,295
791	165,224
792	165,224,225
793	165,224,225
794	165,224
795	165,210,279
796	168,279
797	168,279
798	168
799	168
800	168
801	168
802	168
803	168
804	168
805	168
806	168
807	168
808	168
809	168
810	168
811	168
812	177
813	184
814	189
815	189
816	189,256
817	189
818	189
819	189
820	189
821	189
822	189,226
823	189
824	189
825	189
826	189
827	189
828	189
829	189,226
830	189
831	189,256
832	189
833	189
834	189
835	189
836	189
837	189
838	189
839	189
840	189
841	189
842	189
843	189
844	191
845	193,222
846	204
847	204
848	204
849	204
850	204
851	204
852	205,232
853	207
854	208
855	208
856	208
857	210
858	210
859	210,279
860	210
861	210
862	210,279
863	210,279
864	210,279
865	212
866	216
867	216
868	216
869	216
870	216
871	216
872	216
873	216
874	216
875	216
876	216
877	216
878	220,301,310,312
879	221
880	222,261
881	227
882	227
883	227
884	227
885	227
886	231
887	233
888	235
889	235
