node	children_node
361	0,165,224,225,249
362	0,165,224,225,249
363	0,165
364	0,165,279
365	0,31,40,49,54,74,81,93,99,105,165,224,225,279,327,345
366	0,31,40,49,54,74,81,93,99,105,165,224,225,279,327
367	0,15,165,224,225,249
368	0,15,165,224,225,249
369	0,15,165,224,225,249
370	0,15,165,224,225,249
371	0,165
372	0,165,279
373	3
374	3,281
375	3,281
376	3,281
377	3,281
378	3,281
379	3
380	3
381	4
382	6
383	6
384	7
385	8
386	9,132,329
387	9
388	9,274,305,328,339
389	9,132,268,300,329
390	9,274,305,328,339
391	9,274,305,328,339
392	9,132,212
393	9
394	9
395	9
396	9
397	9
398	9,14,305,328
399	9,14,53,212,305,328
400	9,132,268,300
401	9,132,268,300
402	10
403	10
404	10,124,292
405	10
406	10
407	10
408	11,144,319,349
409	11,144,319,349
410	14,90
411	14,90
412	14,90
413	14,40
414	14,40
415	15
416	15
417	15
418	15
419	15
420	15
421	15
422	15
423	15
424	15
425	15
426	15
427	15
428	15
429	15
430	15,216
431	15,216
432	15
433	15
434	15,216
435	15
436	15
437	15
438	15
439	15,105,115
440	15,105,115
441	15,105,115
442	15,105,115
443	15
444	15
445	15
446	15
447	15
448	15,279
449	15,279
450	15,279
451	15
452	15,279
453	18,303
454	18,303
455	18,303
456	18,303
457	18,303
458	22
459	23,27,138,336
460	26
461	29
462	29
463	30
464	31,49
465	31,49,279
466	31,49,279
467	31,105,279
468	31
469	31,279
470	31
471	31,279
472	31,279
473	31
474	31
475	31
476	31
477	31,279
478	31,279
479	31,279
480	31
481	31
482	31,279
483	31,279
484	31
485	31,279
486	31
487	31,49
488	31,49
489	31,49
490	31,49
491	31,49
492	31,54,105
493	31,49
494	31,279
495	31,279
496	31,279
497	31,279
498	31
499	31
500	31
501	31
502	31
503	38,39,234
504	38,39,234
505	38,39
506	38,39
507	40,327
508	40,105,327
509	40,105,165,224,327
510	40,327
511	40,327
512	40
513	40
514	40
515	40
516	40
517	40
518	40
519	40,327
520	40
521	40
522	40
523	40
524	40
525	40,53
526	40,53
527	40
528	40
529	40
530	40
531	40,92
532	40
533	40
534	40
535	40
536	40
537	40
538	40
539	40
540	40
541	40
542	40
543	40
544	40
545	40
546	40
547	40
548	40
549	40
550	40
551	40
552	40
553	40
554	40,327
555	40,329
556	40,63,68
557	40
558	45
559	49
560	49
561	50,132,329
562	50
563	50
564	52,124
565	52,124,292
566	52,124,292
567	52,124,292
568	53
569	53
570	53
571	53
572	53
573	53,168
574	54,93,105
575	54,93,105
576	54,93,105
577	54,93,105,279
578	54,93,105
579	54,279
580	54,165,224
581	54,165,224
582	54,279
583	54,279
584	54,279
585	55
586	55
587	59
588	59
589	67
590	71
591	71
592	71,124
593	73,105
594	73,105,279
595	73,105
596	73,105,279
597	73,105
598	73,105
599	73,105
600	73,105
601	73,105
602	73,105,115,168
603	73,105,115,168
604	73,105,115,168
605	73,105,115,168
606	73,105,115,168
607	73,105,115,168
608	73,105,115,168
609	73,105,115,168
610	73,105,115,168
611	73,105,115,168
612	73,105,115,168
613	73,105,115,168
614	73,105,115,168
615	73,105,115,168
616	73,105,115,168
617	73,105,115,168
618	73,105,115,168
619	73,105,115,168
620	73,105,115,168
621	73,105,115,168
622	74
623	74,126,127
624	74,279
625	74,279
626	74
627	74
628	74
629	74
630	74
631	74
632	74,279
633	74,279
634	74,165,224,279
635	74,165,224,279
636	74,279
637	74
638	74
639	74,105
640	74,105
641	74,105
642	74,279
643	74,279
644	74
645	74
646	74
647	74,279
648	74,279
649	74,279
650	74,279
651	74,279
652	74,279
653	74,279
654	74,279
655	74,279
656	77
657	77
658	78,166,183
659	80
660	80
661	80
662	80
663	81,99,165,210,224,225,279
664	81,99
665	81
666	81
667	81
668	81,99
669	81
670	81
671	81
672	81
673	81,99
674	81,99
675	81
676	81
677	81
678	81,99,279
679	81,279
680	81
681	81,279
682	81
683	81,279
684	81,279
685	81,279
686	81
687	81,279
688	81
689	81
690	81,99,168
691	81,168
692	81,168
693	81,168
694	81,99
695	81,99
696	81,99
697	81,99
698	81,99
699	81,99,279
700	81,99
701	81,99,279
702	81,99,279
703	81
704	81
705	81
706	81
707	81,279
708	81,279
709	81
710	81
711	81
712	81
713	81
714	81
715	81,279
716	81,279
717	81
718	81
719	81
720	81
721	81,279
722	81,279
723	81
724	81,279
725	81,279
726	81
727	81
728	81
729	81,279
730	81,279
731	81
732	81
733	81
734	81
735	81
736	81,99
737	81
738	84
739	85
740	85
741	86,133
742	86,133
743	86,133
744	86,133
745	86,133
746	86,133
747	86,250
748	87
749	87
750	90
751	90
752	90
753	90
754	90
755	90
756	90
757	90
758	92
759	93
760	93,124
761	93
762	93
763	93,165,224
764	93,279
765	93,124
766	93
767	99
768	101
769	101
770	105
771	105
772	105
773	105,208
774	105
775	105
776	105
777	105
778	105,165,224
779	110
780	110
781	114
782	115
783	115,168
784	115
785	115
786	115,168
787	115,168
788	115
789	115
790	115
791	115
792	115
793	115
794	115
795	115
796	115,168
797	115,168
798	115,168
799	115,168
800	116
801	116
802	116
803	116
804	116
805	117
806	117
807	119
808	119
809	124
810	124,292
811	124
812	124,292
813	124,292,304
814	125
815	125
816	125
817	125
818	125,293
819	125
820	125
821	125
822	125
823	125
824	125
825	125
826	125
827	129,186
828	130,282
829	130,282
830	130,282
831	130
832	130,282
833	130,282
834	131
835	131
836	132,329
837	132,329
838	132,335
839	132,329
840	132,329,335
841	132,329
842	132,329
843	132,329
844	132,329
845	132,329
846	132,329
847	132,329
848	132,329
849	132,329
850	132,329
851	132,329
852	132,329
853	132,329
854	132,329
855	132,329
856	132,329
857	132,329
858	132,329
859	132,329
860	132,329
861	132,329
862	132,329
863	132,329
864	132,329
865	132,329
866	132,329
867	132,329
868	132,329
869	132,289
870	132,289
871	132,212
872	132,212,329
873	132,212,329
874	132,329
875	132,268,300
876	132,268,300
877	132,268,300
878	132,268,300
879	132,268,300
880	132,268,300
881	132,268,300
882	132,268,300
883	132,268,300
884	132,268,300
885	132,268,300
886	132,268,300
887	132,268,300
888	132,268,300
889	132,268,300
