node	children_node
361	0,165,224,225,249
362	0,15,165,224,225,279
363	0,165,224,225,238,279
364	0,165,238,279
365	3,36,46,58,62,63,68,69,72,82,86,88,112,118,135,139,145,152,153,154,157,159,168,228,255,269,277,292,303,318,348
366	6
367	6
368	6
369	6,175
370	6,10,54,165,224,225
371	6,10
372	6,51
373	6,51
374	6
375	7,44,111,243
376	7,165,224,225,238,292
377	9,43,50,132,212,268,300,329,335
378	10,81,99,165,210,224,225,279
379	10,165,224,225,238,279
380	10,54,165,189,224,226
381	15,105,115
382	15,216
383	15,42,63,70,71,81,86,92,98,112,136,138,165,189,202,204,216,217,260,294,317
384	15,126,127,157,292
385	15,216
386	15,127,168,216,281
387	26
388	30,63,68,168,238,279
389	32,69
390	38,277
391	43
392	43,132,253,298,329
393	44,111,243
394	44,111,243
395	44,111,243
396	45,77
397	50
398	51,68,92,175,294
399	53,168,238,241,267,279
400	54
401	54,237
402	54,237
403	54,165,224,225,238,279
404	54,105,189
405	54
406	59,197
407	61,159
408	61,62,159,236
409	73,105,115,168
410	80,307
411	82
412	84
413	86,88,133,197,250
414	105,238
415	108,135,161
416	110,117,119,129,170,186,211
417	115,168
418	116,125,337
419	119,132,335
420	125,244
421	125,235
422	125,329
423	126,175,216
424	127
425	130
426	130,139,157,193,202,216,222,262
427	132,264,335
428	132,289
429	142,280
430	165,216
431	168
432	171,202
433	211
434	222
435	238,279
436	238
437	241,267
438	246
439	250
440	272
441	304
442	304
443	329
444	366
445	441
446	367,407
447	434
448	375,393,394,395,429
449	361
450	411
451	438,440
452	392
453	389
454	369,398
455	373,442,443
456	368
457	427
458	406,432
459	370,400,401,402
460	376,388,414
461	397,419
462	413
463	403
464	371,379,399,435
465	380
466	377
467	410,421
468	396
469	431
470	362
471	362,363
472	422,436
473	425
474	381,409,417
475	412
476	428
477	433
478	418
479	390
480	372
481	424
482	476
483	448,449
484	420,467
485	457
486	458
487	461
488	404,405,465
489	423,480
490	479
491	437,439,469
492	447
493	475
494	387,462,477
495	384,445,481
496	378,474
497	446
498	364,444
499	408,415,459,488,497,498
500	372,491
501	372,491
502	450,487
503	491
504	496
505	391,416,452,485
506	372,374,491
507	372,491
508	372,491
509	506
510	508
511	508
512	500
513	500
514	382,383,385,426,430,470,471,489,490,503,504
515	466,468,478,483,494,505
516	507
517	386,473,495,514
518	451,482,484,486,493,502,515
519	500,509
520	516
521	516
522	512,513
523	501,510,511,519,520,521,522
524	365,453,454,455,456,460,463,464,472,492,523
525	499,517,524
