node	children_node
361	0,165,224,225,249
362	0,165,224,225,249
363	7
364	9,132,329
365	9
366	9,132,268,300,329
367	9,132,212
368	9
369	9
370	9
371	9
372	9
373	9,132,268,300
374	9,132,268,300
375	26
376	45
377	50,132,329
378	50
379	59
380	59
381	77
382	77
383	80
384	80
385	82
386	84
387	86,133
388	86,133
389	86,133
390	86,133
391	86,133
392	86,133
393	86,250
394	86
395	86
396	86
397	86
398	86
399	86
400	86
401	86
402	86
403	86
404	86
405	86
406	86
407	86
408	86
409	86
410	86
411	86
412	86
413	86
414	86
415	88
416	88
417	88
418	88
419	88
420	88
421	88
422	88
423	88
424	110
425	116
426	116
427	116
428	116
429	116
430	117
431	117
432	125
433	125
434	125
435	125
436	125
437	129,186
438	132,329
439	132,329
440	132,329
441	132,329,335
442	132,329
443	132,329
444	132,329
445	132,329
446	132,329
447	132,329
448	132,329
449	132,329
450	132,329
451	132,329
452	132,329
453	132,329
454	132,329
455	132,329
456	132,329
457	132,329
458	132,329
459	132,329
460	132,329
461	132,329
462	132,329
463	132,329
464	132,329
465	132,329
466	132,329
467	132,329
468	132,329
469	132,329
470	132,289
471	132,212
472	132,212,329
473	132,212,329
474	132,329
475	132,268,300
476	132,268,300
477	132,268,300
478	132,268,300
479	132,268,300
480	132,268,300
481	132,268,300
482	132,268,300
483	132,268,300
484	132,268,300
485	132,268,300
486	132,268,300
487	132,268,300
488	132,268,300
489	132,268,300
490	132,268,300
491	132,268,300
492	132,268,300
493	132,268,300
494	132,268
495	132,268,300
496	132,268,300
497	132,268,300
498	132,268,300
499	132,268,300
500	142
501	165,224
502	165,224,225,249
503	170
504	171
505	202
506	202
507	202
508	202
509	202
510	202
511	202
512	202
513	202
514	202
515	202
516	202
517	211
518	212
519	235
520	235
521	244
522	244
523	246
524	246
525	253
526	253
527	253
528	264
529	264
530	264
531	264
532	264
533	264
534	272
535	280
536	298
537	298
538	298
539	307
540	329
541	337
542	337
543	337
544	534
545	364,365,366,367,368,369,370,371,372,373,374,377,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,518,540
546	425,426,427,428,429,432,433,541,542,543
547	363
548	376,381,382
549	521,522
550	525,526,527,536,537,538
551	361,362,501,502
552	385
553	528,529,530,531,532,533
554	424,430,431,437,503,517
555	470
556	387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423
557	504,505,506,507,508,509,510,511,512,513,514,515,516
558	379,380
559	500,535
560	434,435,436,519,520
561	383,384,539
562	386
563	523,524
564	378
565	375
566	547,559
567	551
568	552
569	544,563
570	550
571	553
572	557,558
573	564
574	556
575	545
576	560,561
577	548
578	562
579	555
580	546
581	579
582	566,567
583	549,576
584	571
585	572
586	573
587	578
588	565,574
589	568,586
590	554,570,584
591	575,577,580,582,588,590
592	569,581,583,585,587,589,591
