node	children_node
361	0,31,40,49,54,74,81,93,99,105,165,168,189,224,225,279,327,345
362	0,15,165,224,225,249,279
363	3,255,281
364	3,255
365	3,31,255
366	5,15,54,93,105,112,124,165,216,224,279
367	5,53,263
368	5,28,151,280,304,313,332
369	5,333
370	6,130,282
371	6,130,282
372	9,274,305,317,328,329,339
373	9,274,305,328,329,339
374	9,30,90,105,168
375	9,14,53,168,212,226,305,328
376	9,125,305,328,332
377	10,81,99,165,210,224,225,279
378	10,73,105,127,189,238,279
379	10,189,249
380	10,63,189,226
381	10,28,55,151,189,226
382	14,90
383	14,40,53,63,68,92,305,329
384	15,55,168
385	15,105,115
386	18,141,155,201,303
387	22,189,226
388	30,168,279
389	30,263
390	31,49,124,279,292
391	31,279
392	31,47,49,103,127,151,189,216,317
393	31,49,63,189
394	31,40,49,93,329,347
395	31,92,168,189
396	40,105,255,281
397	40,47,90,94,95,101,132,212,260,268,289,300,327,335
398	40,47,256
399	47,305,328,344
400	52,124,125,284,292
401	52,80,124,292
402	53,329
403	53,55,125
404	60,66,75,78,79,80,97,134,155,166,183,201,203,206,221,258,306,357
405	63
406	73,105,115,168
407	73,305
408	74,126,127,279
409	74,105
410	81
411	81,99,279
412	81,99,165,224,279
413	81,99,279
414	81,165,224,279
415	81,279
416	81,279
417	81,279
418	81,279
419	81,279
420	81,165,224,279
421	81,99,105,115,168,279
422	81,105,115,168,279
423	81,105,115,168,279
424	81,105,115,168,279
425	85,305
426	105,250,279
427	105,265,332
428	105,165,216,224,225,279
429	105
430	105,165,224,279,313
431	110
432	115,168
433	124,177,254,259
434	124
435	124,168,292,304
436	125,164,293,295
437	125
438	125,248,256
439	125,248,256
440	152,153,193,222,261,262,276
441	168
442	189,282,305
443	189,304,305,328
444	189,280,282
445	189
446	204
447	207,329
448	220,301,310,312
449	226
450	226
451	227
452	235,244
453	241
454	248,256,305
455	248,256
456	248
457	256
458	263
459	263
460	263,305,328
461	263
462	263,305,328,333
463	263
464	263
465	263
466	263
467	263
468	263
469	269,281
470	280
471	292,337
472	305,329
473	305
474	305,328,333
475	329
476	329
477	331
478	400
479	377
480	390,393
481	396
482	449,450
483	391
484	428
485	426
486	402
487	363,372
488	364
489	441
490	361
491	442,455,472
492	453
493	405
494	425,473
495	433
496	452
497	440
498	434
499	379
500	471
501	380
502	457,474
503	460,477
504	437,438,439
505	382
506	475
507	411,412,413
508	414,415,416
509	417
510	418,419,420
511	385,406,432
512	381
513	375,444
514	462,463
515	370,371
516	458,459
517	464,467
518	409
519	429
520	389,407,470
521	374
522	376
523	378
524	392
525	395
526	365,476
527	445,447
528	399
529	478
530	490,513
531	478
532	486,487,488,526,527
533	494
534	485,489
535	492
536	501
537	388,427,435,505
538	454,491,498
539	502,503
540	431,495
541	479
542	404,497
543	456,469,504
544	368,443,512
545	421,507
546	410,422,508
547	423,509
548	424,510
549	384,511
550	408,518
551	466,514
552	479
553	398,521
554	383,525
555	529
556	430,534
557	545,546,547,548
558	537
559	541
560	367,387,506,544
561	448,496,542
562	403,549
563	515,535
564	552
565	530,531
566	554
567	533
568	555
569	369,373,394,397,494,519,520,522,528,553,560
570	559
571	436,446,568
572	461,465,468,516,517,569
573	366,480,481,483,484,536,550,556,557,564,570
574	540,571
575	493,539,551,572
576	386,401,499,500,574
577	561,576
578	362,451,482,523,524,532,538,543,558,562,563,565,566,567,573,577
