node	children_node
361	0,15,165,224,225,279
362	0,165,224,225,238,279
363	0,165,238,279
364	3,36,46,58,62,63,68,69,72,82,86,88,112,118,135,139,145,152,153,154,157,159,168,228,255,269,277,292,303,318,348
365	5,53,263
366	5,28,151,280,304,313,332
367	5,333
368	6
369	6
370	6
371	6,175
372	6,10,54,165,224,225
373	6,10
374	6,51
375	6,51
376	6
377	7,165,224,225,238,292
378	9,274,305,328,329,339
379	9,30,90,105,168
380	9,125,305,328,332
381	10,81,99,165,210,224,225,279
382	10,165,224,225,238,279
383	10,54,165,189,224,226
384	10,28,55,151,189,226
385	15,105,115
386	15,216
387	15,42,63,70,71,81,86,92,98,112,136,138,165,189,202,204,216,217,260,294,317
388	15,126,127,157,292
389	15,216
390	15,127,168,216,281
391	22,189,226
392	30,63,68,168,238,279
393	30,263
394	31,40,49,93,329,347
395	32,69
396	38,277
397	40,47,90,94,95,101,132,212,260,268,289,300,327,335
398	40,47,256
399	47,305,328,344
400	51,68,92,175,294
401	53,168,238,241,267,279
402	54
403	54,237
404	54,237
405	54,165,224,225,238,279
406	54,105,189
407	54
408	61,159
409	61,62,159,236
410	63
411	73,105,115,168
412	73,305
413	85,305
414	105,238
415	105
416	108,135,161
417	115,168
418	125,329
419	126,175,216
420	127
421	130
422	130,139,157,193,202,216,222,262
423	165,216
424	168
425	189,304,305,328
426	222
427	238,279
428	238
429	241,267
430	250
431	256
432	263
433	263
434	263,305,328
435	263
436	263,305,328,333
437	263
438	263
439	263
440	263
441	263
442	263
443	280
444	304
445	304
446	305
447	305,328,333
448	329
449	329
450	331
451	368
452	444
453	369,408
454	426
455	395
456	371,400
457	375,445,449
458	370
459	372,402,403,404
460	377,392,414
461	410
462	405
463	413,446
464	373,382,401,427
465	383
466	424
467	361
468	361,362
469	431,447
470	434,450
471	418,428
472	448
473	421
474	385,411,417
475	384
476	436,437
477	432,433
478	438,441
479	415
480	393,412,443
481	379
482	380
483	396
484	374
485	420
486	399
487	469,470
488	406,407,465
489	419,484
490	483
491	429,430,466
492	366,425,475
493	454
494	440,476
495	398,481
496	388,452,485
497	381,474
498	453
499	363,451
500	409,416,459,488,498,499
501	374,491
502	374,491
503	365,391,472,492
504	491
505	497
506	374,376,491
507	374,491
508	374,491
509	506
510	508
511	508
512	501
513	501
514	367,378,394,397,463,479,480,482,486,495,503
515	386,387,389,422,423,467,468,489,490,504,505
516	507
517	390,473,496,515
518	501,509
519	516
520	516
521	512,513
522	435,439,442,477,478,514
523	502,510,511,518,519,520,521
524	461,487,494,522
525	364,455,456,457,458,460,462,464,471,493,523
526	500,517,525
